id,text,Fuente,filename
25,"—Detenga el vehículo y sople aquí.
—Sr. Agente. ¿Eso es un pastel de cumpleaños?
—Es que nadie se acordó. :(",Dataset_existente,
26,"Salir a buscar al de la pizza porque no encuentra mi pinche domicilio, es lo más cerca que he estado de salir a cazar mi propio alimento.",Dataset_existente,
27,"-Amor, ¿estoy gorda? -No, para nada mi buda... digo mi vida.",Dataset_existente,
28,"1°acto: Batman es obrero
2°acto: Batman es obrero
3°acto: Batman es jefe

¿Cómo se llamó la obra?
 
El caballero de la noche asciende JAJAJÁ",Dataset_existente,
29,"Aló, ¿hablo con la Secretaría de Cultura y Educación? - Sí, ¿qué putas quiere?",Dataset_existente,
30,"*TOC TOC* —Somos los Testigos de Jehová. —Pasen —Qué amable, gracias. *Minuto de silencio* —¿Y que iban a decirnos? —No sé, nunca nos abren.",Dataset_existente,
31,"—¡Soldado! No lo vi en el entrenamiento de camuflaje.
—¡Gracias, señor!",Dataset_existente,
32,Me compré un consolador x internet y me mandaron uno equivocado... me lo voy a tener que meter en el culo,Dataset_existente,
33,"soy modelo de body painting,,,
 no se... me pintó",Dataset_existente,
34,"—Amor, siento que no me pones atención.

—Y yo a ti, mi amor.",Dataset_existente,
35,"- Hola venimos por el censo.
- Ok pase
- Cómo se conforma su familia?
- No se conforman con nada.",Dataset_existente,
36,"— Se me perdió las llaves de mi auto.
— ¿Sabes inglés?
— ¿Qué tiene que ver?
— Ni idea, pero dicen que el inglés abre muchas puertas.",Dataset_existente,
37,—Hola ¿cómo te fue en tu operación de oído? —Sí.,Dataset_existente,
38,"—Amor, ¿qué es “stalker”? 
—¿Por qué preguntas? 
—Porque pusiste esa palabra en un tuit el 15 de enero del 2010 a las 8:24PM vía web.",Dataset_existente,
39,"Si estás triste, abraza un zapato.. Un zapato con suela",Dataset_existente,
40,"—Amor ¿Te gustaría que pasáramos un buen fin de semana los dos? —Sí, mi amor. —Bueno, nos vemos el lunes.",Dataset_existente,
41,"«Califiqué con 5 estrellas una película malísima, porque si yo perdí 2 horas viéndola, los demás también»

—Todos los usuarios de Netflix.",Dataset_existente,
42,Uno de estos días me voy a despertar antes que mi despertador y voy a gritarle para que sienta en carne propia lo que se siente.,Dataset_existente,
43,"— Ya está todo listo para la última cena, Jesús.

— ¿Cómo que última?

— ¿Dije última? Quise decir deliciosa.

— Andas muy raro, Judas.",Dataset_existente,
44,"-Papá, ¿cómo conociste a mamá?
-Mira, los dos descargamos una app para atrapar monstruos y nos encontramos.
-Ah, Pokémon Go.
-No, Tinder.",Dataset_existente,
45,Como la vez que llegué tarde a una cita y ya habían cerrado las comillas.,Dataset_existente,
46,"¿En qué se diferencian una boda y un divorcio?
En que en la boda es todo arroz y en el divorcio es todo ""paella""....",Dataset_existente,
47,"-Doctor, me comí 50 cartas -¿y como se siente? -mazo",Dataset_existente,
48,"- ¡Señorita!¡Eh, usted, la rubia!
- ¿Si, es a mi?
- ¡Le comunicamos que su avión viene demorado!.
- Hay qué lindo, ese es mi color favorito.",Dataset_existente,
49,"_ Te gusta la música clásica?
- Me encanta
_ De Verdi?
- Te lo juri !",Dataset_existente,
50,"—Buenas tardes, vengo a que me haga un tatuaje.
—¿De qué?
—De tres tristes tigres tragando trigo.
—¿Dónde?
—En un trigal.",Dataset_existente,
51,"– ¡Mamá, me picó una serpiente! 
 - ¿Cobra? 
 - No, gratis!",Dataset_existente,
52,—¿Que recibiste esta Navidad? —Kilos.,Dataset_existente,
53,- ¿Qué pasa si te corto una oreja? -Me quedo medio sordo - ¿Y si te corto la otra? -Me quedo ciego - ¿Por qué? -Porque se me caen los lentes,Dataset_existente,
54,"Cualquier cosa que hagas da siempre el 100%

Salvo que estés donando sangre",Dataset_existente,
55,"- Mamá, mamá, hay un pobre hombre que no para de gritar. ¿Me das algo para él?
- Bueno, toma. ¿Y qué dice?
- ¡Helados, helados!",Dataset_existente,
56,"Bro pero si no estaba tan borracho. -¿No pendejo? Tiraste a mi hamster diciendo: ""PIKACHU YO TE ELIJO."".",Dataset_existente,
57,"Como sentir que fuiste a Starbucks sin salir de casa en tres sencillos pasos:

1. Prepárate un Nescafé
2. Bébelo
3. Quema un billete de $100",Dataset_existente,
58,"—Oye, ¿Es verdad que eres sordo? —Un poquito, pero ya me estoy poniendo a dieta.",Dataset_existente,
59,"- Cariño, ¿me quieres?

- Не, али ја желим да ухватим те

- ¿Qué dices? ¿Estás jodiendo?

- No, te lo digo muy en serbio.",Dataset_existente,
60,"Me robaron todas las sillas de mi casa, no saben como me siento ahora.",Dataset_existente,
61,"—¿Cuál es su mayor defecto?

—Me meto en conversaciones ajenas.

—Le estoy preguntando a él.

—Perdón.",Dataset_existente,
62,"—Mamá, ¿ya puedo comenzar a comer? —¿Ya le tomaste foto para subir a instagram? —Si —Ok, adelante.",Dataset_existente,
63,"—¿Se considera usted responsable?
—No y sí.
—¿Cómo es eso?
—Dejo las cosas a última hora, pero siempre las hago.",Dataset_existente,
64,"Si Luis construye casas...

 ¿Enrique Iglesias?",Dataset_existente,
65,Dicen que los hombres piensan en sexo cada 8 segundos. No se de dónde sacaron esas tetas,Dataset_existente,
66,¿Quieres iniciar Diciembre con un celular nuevo? ¡Raspa aquí  con una puntilla!  ▒▒▒▒▒▒▒▒▒▒▒▒,Dataset_existente,
67,"— Señora, le traemos a su esposo, estaba en un bar borrachísimo, no da ni para caminar.
— SUPUTAMADRE, ¿Y su silla de ruedas?",Dataset_existente,
68,"Si vives en Hawai y el gobierno te quita la casa, te desaloha?",Dataset_existente,
69,Sebastián se cree autopista y Rolo Puente. #CHISTES,Dataset_existente,
70,A donde van las pulgas después de que se mueren? Al pulgatorio.,Dataset_existente,
71,A mi primo se le murió su perro y mi tía le dijo que le iba a comprar otro igual. No entiendo para qué le van a servir dos perros muertos.,Dataset_existente,
72,Estoy expandiendo mi mundo...en el último año le subí una talla al pantalón.,Dataset_existente,
73,"Barra libre!! Este sábado en mi casa. Estas cordialmente invitado!!Solo traiga una escoba y ""Barra Libre x toda la casa"" Jaja",Dataset_existente,
74,"-Mi mujer cuando se desnuda en la cama es como una llama -¿Es ardiente y fogosa? -¡No, es peluda y escupe! jajaja",Dataset_existente,
75,"En la libreria..
-hola, tiene libros de contabilidad?
- Debe Haber, debe haber..",Dataset_existente,
76,"— ¡Mamá!, ¿Cómo se dice a la mujer adicta al sexo? 
— Ninfómana hija. 
— Déjame anotarlo porque esos cabrones me dicen puta.",Dataset_existente,
77,Mamá  me contrataron para hacer una pelicula en inglés -Pero ud no sabe hablar en inglés -No mamá solo me toca decir oh yeaH oh yeaH oh yeaH,Dataset_existente,
78,"— Buena tarde, vengo para la entrevista laboral.
— ¿Tiene experiencia?
— Si, con esta ya son 35 entrevistas.",Dataset_existente,
79,Mis más sinceros dejame en paz.,Dataset_existente,
80,"La frigidez es una historia de nunca acabar.

Anoten",Dataset_existente,
81,Los laxantes sacan lo peor de mí.,Dataset_existente,
82,Voy a fotocopiar hojas blancas para tener más.,Dataset_existente,
83,Increíble el desarrollo tecnológico de las cámaras de celulares y ustedes siguen sacándose fotos feas en el espejo de un baño,Dataset_existente,
84,"No te deseo ningún mal, pero ojalá la voz de tu conciencia esté doblada al español latino.",Dataset_existente,
85,"Cuando una mujer te responda ""OK"", lee toda la conversación y revisa donde la cagaste.",Dataset_existente,
86,"Un ladrón me dijo: ""Dame tu dinero"" Le dije: ""No tengo dinero ni nada que dar, lo único que tengo es amor para dar"". Bailamos, fue HERMOSO.",Dataset_existente,
87,Hice una encuesta de opinión para saber si soy inseguro. @rrouvier,Dataset_existente,
88,Entra uno a un burdel y dice: -¿Cuanto vale la puta pelo largo? -5OO -¿Y la pelo corto? -250 -Mierda! ¿No tienes una calva?,Dataset_existente,
89," Voy Amarte.  ¿Lo prometes?  Si, soy astronauta.",Dataset_existente,
90,Yo no sé si soy muy malo haciendo dieta o muy bueno engordando. 😕,Dataset_existente,
91,"Va un hombre a un bar y le pide a al camarero:
-Póngame una cerveza!
-De pressión??
-No no, simplemente alcoholismo.",Dataset_existente,
92,"Mi perro se murió de hambre, es que nunca hago la tarea :(",Dataset_existente,
93,"Típico: Sacar el celular para ver la hora, guardarlo y no saber qué hora es.",Dataset_existente,
94,"Una vez llamé al 911 por error y me dió verguenza decirlo, así que incendié mi casa.",Dataset_existente,
95,"Odio ser bipolar, es tan genial!",Dataset_existente,
96,"-Cariño, dame el bebé 
-Espera a que llore 
-¿A que llore?. ¿Por qué? 
-¡Porque no lo encuentro!",Dataset_existente,
97,"Los osos polares aman el frío, los bipolares a veces lo aman, a veces no... by @hadacon #fb",Dataset_existente,
98,"—Hola, ¿qué haces? —Hago fuego con dos piedras, ¿y tú? —Reviso hotmail desde Internet Explorer. —JAJAJÁ ¡COMO UN MALDITO CAVERNÍCOLA! JAJAJÁ",Dataset_existente,
99,"—Amor, llevamos siete meses saliendo..¿Cuándo me vas a presentar a tu familia? 
—No sé, no creo que a mi esposa le guste.",Dataset_existente,
100,"Ojos durante un examen:
(←_←)(→_→)(←_←)(→_→)
Viene el profesor! (↓_ ↓)
¡Ya se fue! (←_←)(→_→)

#XD #RT",Dataset_existente,
101,"-Señora, perdimos a su hijo en la operación –Nooo, ¡no puede ser! -JAJAJA no sea llorona, ya lo encontramos, estaba en el baño",Dataset_existente,
102,"Mi primer día de dieta.
He eliminado de la casa todo lo que engorda.
Estaba delicioso.",Dataset_existente,
103,"Farmacia - ¿Tiene algún remedio para la fatiga?
- No, está agotado   #chistes",Dataset_existente,
104,"-Ring, ring -Diga? -Es la embajada de Laos? -Si -Uno de vainilla, por favor.",Dataset_existente,
105,"Atencion : volco el camion que llevaba mermeladas , hay demoras
#chistes",Dataset_existente,
106,"—Mi amor, ¿ya se me nota el gimnasio?
—Sí, ¿te lo comiste?",Dataset_existente,
107,"Un tenedor y un cuchillo  llaman a la Cuchara! Al no darse vuelta, el tenedor dice: ""Parece que no escuchara"" #chistes",Dataset_existente,
108,"No estoy de acuerdo con las relaciones antes del matrimonio, porque hacen llegar tarde a la ceremonia. #chistes",Dataset_existente,
109,"—Doctor, ¿tiene pastillas para el autoestima baja?
—Sí, ¿cuántas quiere?
—No, déjelo. No me las merezco.",Dataset_existente,
110,"─ Mira, hijo. Una lata con tu nombre

─ TE ODIO, PAPÁ

─ ¡Melocotón en almíbar, castigado!",Dataset_existente,
111,"Dos madres hablando:
- ¡Dígale a su hijo que me deje de imitar!
- Jaimito, ¡deja de hacer el idiota!",Dataset_existente,
112,"- Doctor, a mi amigo le picó una víbora en el pene, ¿que hago? - Chupar y sacar el veneno - Oye, ¿Que dijo el Dr? - Que te vas a morir.",Dataset_existente,
113,"—Profe, ¿qué es bullying?

—A ver chavos, escuchen lo que esta preguntando este pobre pendejo, pinche gordo, negro, pobre.",Dataset_existente,
114,"-¿Como te fué en el trabajo?
-Son las 8 de la tarde y tengo el 85% de bateria en el iPhone…
-Que explotadores!",Dataset_existente,
115,"- ¿Cuánto pide por el instrumento de tortura?    - Señor, es un anillo de compromiso.",Dataset_existente,
116,Un loco en un manicomio: Toc! Toc! y contestan desde adentro: No hay nadie!... y el loco dice: Menos mal que no vine!,Dataset_existente,
117,"—Papá, quiero un iPhone
—¿Cuál es la palabra mágica?
—Marcela
—¿Marcela?
—Sí, la secretaria, tu amante
—¿iPhone 5S o esperamos el 6?
#XD",Dataset_existente,
118,"-Que hacen 2 pollitos enfrente de una rotiseria?
-Están mirando una película de terror",Dataset_existente,
119,"Mi amor, me saque la lotería! ¡Haz las maletas! 
– ¡WOOOOWW! ¿empaco para playa o para nieve? 
– Empaca todo, te vas al carajo #xD",Dataset_existente,
120,"-Hola, conoces la calle campana ?
-No, pero me suena",Dataset_existente,
121,"Mamaá En el noticiero Hay 11 Muertos , Nono HIja esta jugando Argentina..
#chistes",Dataset_existente,
122,"—Mi amor, ¿por qué estas desnuda? —No tengo que ponerme —Cómo que no, mira 1vestido, 2vestidos, 3vestidos, hola vecino, 4vestidos, 5vestidos",Dataset_existente,
123,"Dos ex esposos conversando:
- Estaré a tu lado el resto de mi vida
- ¿En serio?
- Si, me casaré con la vecina.
#C...",Dataset_existente,
124,"-Ayer me caí de una escalera de 20 metros -Qué mal, ¿pero estás bien? -Sí, por suerte me caí del primer escalón.",Dataset_existente,
125,"-¿tiene tarjetas que digan ""Para el único Hombre de mi vida""? -Si tenemos -¡Me vende 6 por favor! #fb",Dataset_existente,
126,"Familia ocupa un terreno sagrado en Hawai.
La policía los desaloha.",Dataset_existente,
127,"—Tengo tarea de Física. 
—¿Cuántica? 
—Poquitica, pero la tengo que hacer.",Dataset_existente,
128,"- Y para terminar la entrevista, dígame cuales son sus hobbies preferidos.

- Bilbo, Frodo y Sam.",Dataset_existente,
129,"— ¿Nivel de latín? 
— Alto. 
— Termine la frase: Mens sana... 
— Culito de rana. 
— ¿En verdad sabe latín? 
— Por supuestum.",Dataset_existente,
130,"—Del 1 a 10, ¿cuánto le gusta discutir?
—¿Se puede hasta el 15?
—No.
—¿Por qué no?",Dataset_existente,
131,"—Hola, soy Testigo de Jehova... ¿Tendrá un minuto para hablar del Señor?

—Claro, adelante, de paso le cuento cómo Herbalife cambió mi vida.",Dataset_existente,
132,"-¿Qué haces en tu tiempo libre? Soy asesina en serie -¿En serio? -No, en serie",Dataset_existente,
133,-Hola vengo al curso para manejar la ansiedad     -Es mañana,Dataset_existente,
134,"-¿Sabes cuál es el hermano vegetariano de Bruce Lee?
-Broco Lee.",Dataset_existente,
135,"A tí que te gusta mas, ¿hacer el amor o la Navidad?
- Hombre, hacer el amor, pero lo que pasa es que la Navidad es mas a menudo... #xD #RT",Dataset_existente,
136,"- Mami, ¿a que no adivinas dónde estoy?
- Hijo, ahora no puedo hablar, llámame luego.
- No puedo, sólo tengo derecho a una llamada...",Dataset_existente,
137,-No estaba tan borracho... -¿Que no? ¡Abrazaste a un vagabundo con barba mientras gritabas: DUMBELDORE ESTA VIVO?! by @SergioManchego,Dataset_existente,
138,Sabes cómo ganar miles de seguidores? - Patea un panal de abejas y verás. #chistes,Dataset_existente,
139,"policía ¿cuál es su emergencia? 
- ¡Auxilio 2 chicas están peleando por mí! 
- Ok entiendo ¿pero cuál es el problema? 
- La fea va ganando",Dataset_existente,
140,"- Hazme sentir bien, que todo sea lleno de colores.
Hazme ver las estrellas.
Hazme reir!
—No Jodas.! ¿Tu quieres un novio o marihuana?",Dataset_existente,
141,"Maestro al alumno: -Por qué tan tarde? -Es que un Sr perdió un billete -Y ayudaste a buscarlo? -No, es que estaba parado sobre él!",Dataset_existente,
142,Me gusta todo de ti.. te amo espejo.,Dataset_existente,
143,"—Mi religión me prohíbe ir a sitios caros.
—¿Cuál es tu religión?
—La pobreza.
—Amén, hermano.",Dataset_existente,
144,"-Sócrates, ¿qué le pasó a tu hermana la anoréxica?
-Yo sólo sé que no cenaba.",Dataset_existente,
145,"Si se siente muy solo, abandonado y nadie lo llama, siga este consejo... atrásese con los pagos...",Dataset_existente,
146,"No es tan gorda..
Es talle L ... LFante",Dataset_existente,
147,"-Amor tengo un problema -No mi amor, ""tenemos un problema"" -Ah bueno. Vamos a tener un hijo con la secretaria!",Dataset_existente,
148,"-¿Sabés chistes de gomerías?
- Un par, che",Dataset_existente,
149,"#chiste
- He encontrado trabajo como profesor de inglés.
- ¿Trabajo estable?
- No, trabajo es job, table es mesa.",Dataset_existente,
150,Qué hermosos ojos tenés como para romperte el culo.,Dataset_existente,
151,"_ Mamá mamá, en la escuela me dicen Bon Jovi!
- Mañana hablo con la directora
_ No mamá!!, It's my life",Dataset_existente,
152,—Tengo la sensación de haber estado antes aquí. —¿Cómo lo sabes? —El wifi se me ha conectado solo.,Dataset_existente,
153,"-Kiko, ¿a cuándo hierve el agua? -A 90 grados. Interrumpe el Chavo: -¡Qué burro!, lo que hierve a 90 grados es el ángulo recto",Dataset_existente,
154,"Mi madrina salio sin saco y se congelo de frio , ahora es helada madrina ..
#chistes",Dataset_existente,
155,"Las personas que tienen sexo a diario están más sanas, felices y creativas. Los demás estamos aquí.",Dataset_existente,
156,"-Manolo ¿cuál es la postura que más has usado para practicar sexo?
-De rodillas y pidiéndolo por favor...
#Chiste...",Dataset_existente,
157,"Ayer me fui a confesar y le conté al cura todas las porquerías que hacíamos, me pidió tres padres nuestros y tu whatsapp, bien raro.",Dataset_existente,
158,"¿Qué hace un gallego corriendo y gritando por el campo?
Siembra el pánico.",Dataset_existente,
159,"—Buenos días, ¿Cómo se llamas? 
—Bush Hitler Bin Laden, ¿y tú, como te llamas? 
—Lunes 
—¡MALDITO TE ODIO! ¡TE ODIO! ¡¡TE ODIO!!",Dataset_existente,
160,Era una señora tan recatada que se cambió de casa porque la calle donde vivía era de doble sentido... by @David_Correal,Dataset_existente,
161,RT @horaciobella: — Doctor ¿Cómo está el nene que se tragó el billete de $100? — Sigue sin cambio,Dataset_existente,
162,"Si un grillo hace un mal chiste, se escuchan humanos de fondo...",Dataset_existente,
163,"Una Chica se compró un consolador y no le anduvo, es una pija.
#fuerte",Dataset_existente,
164,"Tengo miedo que un dia Pitbull me diga ""YA TU SABES"" y yo no sepa.",Dataset_existente,
165,—Mi hijo se metió a clases de natación. —¿Y qué tal lo hace? —Nada mal.,Dataset_existente,
166,-¿Qué queremos? -Que en Twitter se puedan usar más de 140 caracteres -¿Por qué lo queremos? -Porque 140 no son suficientes -¿Cuándo lo quer,Dataset_existente,
167,Vos....Yo....Cucharita....Pensalo *le hablaba al helado*,Dataset_existente,
168,"#chistes - Mamá, mamá, en el colegio me llaman champú.
- Tranquilo, Johnson, no más lágrimas.",Dataset_existente,
169,Les iba a contar un chiste de suicidas pero me colgué,Dataset_existente,
170,"Mi primo se puso una remera para viajar en avion , porque leyó No Smoking
#chistesmalos",Dataset_existente,
171,Murió el Pulpo Paul. Le pusieron dos ataúdes para que elija uno,Dataset_existente,
172,"— Disculpe ¿Tiene la pastilla del día siguiente?

— Si.

— Esta bien, vengo mañana por ella.",Dataset_existente,
173,"No sere lindo, pero soy feo.",Dataset_existente,
174,Bailemos samba despacio . Sam va lentin.,Dataset_existente,
175,"—No llores, hija, ya está en el cielo de los conejitos.
—Papá, era un gato.
—Da lo mismo, todo atropellado ni se va a notar.",Dataset_existente,
176,"—Papá, ¿sabes cómo se despiden los quimicos? —No, ¿cómo? —Acido un gusto… cc @MATIPASCUALETTI",Dataset_existente,
177,La señora se queja de los aros y el Señor de los Anillos. #CHISTES,Dataset_existente,
178,De quien es esa boquita? de quien son esos ojitos? de quien es ese dedito?...No jodaaa! Esta morgue si es un desastre!,Dataset_existente,
179,"Nada es más fuerte que el amor. . . . . Excepto la telaraña que columpiaba a los elefantes, esa sí estaba cabrona.",Dataset_existente,
180,Sabes Chistes nocturnos? -No che...,Dataset_existente,
181,"¿Quieres sorprender a tu novia este 14 de febrero?

Preséntale a tu esposa.",Dataset_existente,
182,"Dios, q es para ti un siglo? -Un minuto -Y un millón de dólaress? -Un centavo -Concédeme un centavo! -Espérame un minuto, hijo",Dataset_existente,
183,"—Lo que pasa en Las Vegas, se queda en Las Vegas.
—Nunca hemos estado en Las Vegas.
—Esa es la actitud.",Dataset_existente,
184,"que le dijo un pelo de chino a otro pelo de chino : ¿poca onda no ?
#chistes",Dataset_existente,
185,"A un hombre le robaron la tarjeta de crédito, pero no hizo la denuncia porque el ladrón gastaba menos que su esposa.",Dataset_existente,
186,RT @yanuripalacios: Una esposa encuentra  a su marido hablando con un zapato. - ¿Amor xq hablas con el zapato? - es que dice CONVERSE.,Dataset_existente,
187,"—Profe, estoy dispuesta a hacer lo que sea para pasar la materia. 
—¿Lo qué sea? 
—Sí. ¡lo que sea! 
—Pues, ponte a estudiar PUTA.",Dataset_existente,
188,"— Abuelo, ¿Que haces de pie tanto tiempo en la cocina?

— El médico me dijo que tengo que cuidar el azúcar.",Dataset_existente,
189,"Un borracho llega a su casa y la mujer furiosa dice: sinvergüenza, ud no se cansa de tomar,y el borracho le responde: es que yo tomo sentado",Dataset_existente,
190,"—¿Se considera una persona que se sorprende con facilidad?
—¡WOOOW! Esa es la mejor pregunta que me han hecho en toda mi vida.",Dataset_existente,
191,"—Lo siento, debo terminar con esto, ya le hemos dado muchas vueltas. —¡NO POR FAVOR! —Si, ya bájese del carrusel, señor.",Dataset_existente,
192,"-Tengo un amigo que cada vez que va a una fiesta se vuelve con unas copas de más.
-¿Es alcohólico?
-No, es cleptó...",Dataset_existente,
193,En mi casa solo hay un brasier para todos. Es el sostén de la familia.,Dataset_existente,
194,"— ¿Cómo te llamas?

— Gelmy, como mi mamá.

— Pero ella se llama Socorro.

— Es en inglés.

GRACIAS POR SUS LIKES",Dataset_existente,
195,"Mi primo empezó natación. 
Hace poco y nada",Dataset_existente,
196,"Doctor ¿Estoy gorda? -Claro que no. No seas exagerada. A ver, saca la lengua y di ""muuuuuuu"".",Dataset_existente,
197,"--Bienvenido,Chespirito.
--¿Tu eres Dior?
--Soy Dios
--¿y yo que dije?
--Dior
--¿Y como es?
--Dios.
--¿y yo qué dije?
--ya pásale,Chavito
:/",Dataset_existente,
198,Mi esposa y yo fuimos felices durante 20 años. Después nos conocimos.,Dataset_existente,
199,"-Cariño, ¿crees que me he maquillado demasiado? -Depende, ¿vas a salir a matar a Batman?",Dataset_existente,
200,"-Pepito, ¿cómo mató David a Goliat? -Con una moto, maestra -Fue con una honda -Ah, no sabía que quería la marca",Dataset_existente,
201,Hay una gran diferencia entre conocimiento y sabiduría. Conocimiento es algo que buscas en Google. La sabiduría viene de googlear por años.,Dataset_existente,
202,1er acto: hombre ahoga al tigre Toño 2do: mata al elefante Melvin 3ro: ahorca al conejo Trix... nombre la obra: Asesino cereal #fb,Dataset_existente,
203,"—Ya llegué mamá.
—¿Ya viste la hora que es? ¿Dónde andabas?
—En la casa de Noé.
—¿Cuál NOE?
—Noé de tu incumbencia.",Dataset_existente,
204,"-Doctor, ¿se acuerda de mí? Usted me operó y me curó del dedo -Claro que me acuerdo ¡Vengan esos cuatro!",Dataset_existente,
205,"-¿Cual es su peor defecto?
-Que me inmiscuyo en conversaciones ajenas...
-¡Le estoy preguntando a Carlos!
-Ah... ...",Dataset_existente,
206,"— ¿Cómo se declara el acusado?
— Con flores, chocolates y osos de peluche, señor juez.
— Yo así no puedo, suelten a este romántico",Dataset_existente,
207,Las fiestas en los manicomios son de tener música variada porque cada loco con su tema.,Dataset_existente,
208,—Papá ¿Por qué el perro se llama José Luis? —Porque es uno más de la familia —¿Lo quieres más que a mí cierto? —No digas tonterías Firulais.,Dataset_existente,
209,"Hoy se cumple 1 mes desde que me inscribí al gym y aún no veo resultados. Si esto sigue así, tendré que empezar a ir",Dataset_existente,
210,"—Si eres indeciso, levanta la mano. —¿La derecha o la izquierda?",Dataset_existente,
211,"- Capitán, ¿puedo desembarcar por la izquierda?
- Se dice por babor.
- Por babor capitán, ¿puedo desembarcar por la izquierda?",Dataset_existente,
212,"—Oye, ¿mañana haces todos tus exámenes?
—Sí.
—Suerte.
—La suerte es para los mediocres, el éxito es para los triunfadores.
—Por eso, suerte.",Dataset_existente,
213,"- Mamá, mamá... ¿Hay GElatina? — No mi hija, hay I latina e Y Griega.",Dataset_existente,
214,"—A veces me siento como una paloma... —¿Libre? ¿Independiente? ¿Símbolo de paz? —No, siempre la cago en todo",Dataset_existente,
215,"a un borracho lo para la poli y le muestra el alcolimetro q pone 3,45 y el borracho dice:las cuatro menos cuarto¡ mi mujer me mata¡ #chistes",Dataset_existente,
216,"—No me quieres porque soy daltónico, verdad Celeste?

—¡QUE ME LLAMO VIOLETA PENDEJO!",Dataset_existente,
217,"UN #CLASICO: Un niño de le dice llorando a su mama:
- Mama me picó una serpiente!
- Cobra!?
- No, fue gratis #chistes RT",Dataset_existente,
218,"-Pa, ¿qué es ser un hombre? 
- Es ser el que toma decisiones, el que manda.
- Ahh, un día quiero ser un hombre,  como mi mamá.",Dataset_existente,
219,"- Qué gordas y feas son tus hijas
- ¡¡¿Cómo osas?!!
- Exacto",Dataset_existente,
220,"Mi hermanito tiró al suelo mi iPhone 7 y lo rayó, así que lo regalo!
Avisen si alguien lo quiere, tiene 4 años, se llama Matias.",Dataset_existente,
221,"Quería darte una buena impresión, pero se me acabó la tinta.",Dataset_existente,
222,"– ¡¡LAS REGLAS SE HICIERON PARA ROMPERSE!!

—Abuelo, por favor nos van a sacar de la papelería.",Dataset_existente,
223,"En el barrio me tratan como un objeto sexual. 
Cuando me ven, me gritan, Chau Forro!!",Dataset_existente,
224,"-Papá, ¿los hombres van al infierno? -Los solteros al morir, pero los casados lo pagamos por adelantado...",Dataset_existente,
