,site,retweetCount,quoteCount,likeCount,replyCount,rawContent,retweetedTweet,quotedTweet,real,preprocessedContent
26,mejorestwits,131,1,296,7,"Lo único que ha quedado claro es que después de la Fase 0 va la Fase 1, para seguir la Fase 2, que es la anterior a la Fase 3 y terminamos con la Fase 4.

De lo demás, ni puta idea que ha dicho.

 #Desescalada",False,False,0,"Lo único que ha quedado claro es que después de la Fase 0 va la Fase 1, para seguir la Fase 2, que es la anterior a la Fase 3 y terminamos con la Fase 4.

De lo demás, ni puta idea que ha dicho.

 <HASH_TAG>"
27,mejorestwits,151,13,482,1,no os pasa que estáis con el móvil pero no os apetece contestar a nadie????,False,False,0,no os pasa que estáis con el móvil pero no os apetece contestar a nadie????
28,mejorestwits,91,5,287,0,"yo: a las 18:00 me pongo a estudiar

reloj: 18:04

yo: uf, ya a las 19:00",False,False,0,"yo: a las 18:00 me pongo a estudiar

reloj: 18:04

yo: uf, ya a las 19:00"
29,mejorestwits,150,3,389,1,q rabia y asco me da estar tranquilita y q de repente venga a mi cabeza todo eso en lo q no quiero pensar,False,False,0,q rabia y asco me da estar tranquilita y q de repente venga a mi cabeza todo eso en lo q no quiero pensar
30,mejorestwits,444,11,1234,3,"yo: uf, no encuentro mi móvil
mi madre: te llamo?
yo: esque lo tengo en silencio...

Seguramente sea la conversación que más veces he repetido en toda mi vida",False,False,0,"yo: uf, no encuentro mi móvil
mi madre: te llamo?
yo: esque lo tengo en silencio...

Seguramente sea la conversación que más veces he repetido en toda mi vida"
31,mejorestwits,131,7,388,0,"soy adicto a escribir ""jajajaja"" solo para no sonar cortante, juro que lo escribo en cualquier frase jajajaja",False,False,0,"soy adicto a escribir ""jajajaja"" solo para no sonar cortante, juro que lo escribo en cualquier frase jajajaja"
32,mejorestwits,228,4,437,0,Quiero estar en la playa ignorando todas mis responsabilidades. En plan que ya las ignoro pero estaría mucho mejor en la playa jajaj,False,False,0,Quiero estar en la playa ignorando todas mis responsabilidades. En plan que ya las ignoro pero estaría mucho mejor en la playa jajaj
33,mejorestwits,139,0,379,0,Su turno... https://t.co/N7Mhg31YyA,False,False,0,Su turno... <URL>
34,mejorestwits,172,2,401,4,"a
ante
bajo
con
contra
de
desde
en
entre
hacia
hasta
los
cojones
de
todos",False,False,0,"a
ante
bajo
con
contra
de
desde
en
entre
hacia
hasta
los
cojones
de
todos"
35,mejorestwits,290,11,941,0,https://t.co/bZwYqimSOJ,False,False,0,<URL>
36,mejorestwits,137,1,368,1,Mal momento para ir destruir el anillo chicos https://t.co/vUuUcHROC3,False,False,0,Mal momento para ir destruir el anillo chicos <URL>
37,mejorestwits,117,2,408,0,"cosas que me gustan: 
• ducharme 

cosas que no me gustan: 
• meterme en la ducha
• salir de la ducha",False,False,0,"cosas que me gustan: 
• ducharme 

cosas que no me gustan: 
• meterme en la ducha
• salir de la ducha"
38,mejorestwits,140,3,425,2,"-Vaya por Dios, iba a hacer ejercicio y se pone a llover.
-Estas en casa.
-LLUEVE.",False,False,0,"-Vaya por Dios, iba a hacer ejercicio y se pone a llover.
-Estas en casa.
-LLUEVE."
39,mejorestwits,169,6,439,2,sigo esperando que fabriquen una bebida alcohólica sabor Dalsy para los chupitos,False,False,0,sigo esperando que fabriquen una bebida alcohólica sabor Dalsy para los chupitos
40,mejorestwits,115,0,261,0,Sabado 18 de Abril. Me he desplazado a mi segunda residencia: el otro extremo de sofá.,False,False,0,Sabado 18 de Abril. Me he desplazado a mi segunda residencia: el otro extremo de sofá.
41,mejorestwits,67,3,198,2,"yo estudiando

leo 1 párrafo
miro twitter
subrayo 2 frases
miro facebook
miro whatsapp
después de cenar sigo
lástima hora de dormir mañana más",False,False,0,"yo estudiando

leo 1 párrafo
miro twitter
subrayo 2 frases
miro facebook
miro whatsapp
después de cenar sigo
lástima hora de dormir mañana más"
42,mejorestwits,96,3,226,0,ojalá pudiera decir “???????” en la vida real porque me vendría de perlas,False,False,0,ojalá pudiera decir “???????” en la vida real porque me vendría de perlas
43,mejorestwits,91,3,235,0,"hay gente que mira antes de comer cuantas calorías va a ingerir yo no miro ni la fecha de caducidad

si voy a morir que sea comiendo",False,False,0,"hay gente que mira antes de comer cuantas calorías va a ingerir yo no miro ni la fecha de caducidad

si voy a morir que sea comiendo"
44,mejorestwits,353,3,886,1,España tras el aprobado general https://t.co/zooorlSvuD,False,False,0,España tras el aprobado general <URL>
45,mejorestwits,251,27,759,15,y esa gente que se acuesta en la cama y a los 5 minutos ya están dormidos????? acaso no tenéis problemas existenciales en que pensar???? jajajaajajaja,False,False,0,y esa gente que se acuesta en la cama y a los 5 minutos ya están dormidos????? acaso no tenéis problemas existenciales en que pensar???? jajajaajajaja
46,mejorestwits,131,7,235,2,siempre digo el “otro día” y a lo mejor te estoy contando algo que paso en el siglo xvi,False,False,0,siempre digo el “otro día” y a lo mejor te estoy contando algo que paso en el siglo xvi
47,mejorestwits,253,7,473,5,Mejor resumido imposible https://t.co/01zfo3SOZt,False,False,0,Mejor resumido imposible <URL>
48,mejorestwits,161,7,439,1,https://t.co/vMf5ELQKyb,False,False,0,<URL>
49,mejorestwits,84,1,310,1,"profesor: ""el examen será fácil si habéis atendido en clase"" 

clase: ""quién es este hombre""",False,False,0,"profesor: ""el examen será fácil si habéis atendido en clase"" 

clase: ""quién es este hombre"""
50,mejorestwits,291,2,745,5,"""Tranquilos. Lo tenemos todo controlado"" https://t.co/tcJCUt9Pip",False,False,0,"""Tranquilos. Lo tenemos todo controlado"" <URL>"
51,mejorestwits,342,1,1054,3,Evolución de las procesiones https://t.co/4mVfLTf7EP,False,False,0,Evolución de las procesiones <URL>
52,mejorestwits,290,7,425,4,Tienes tantas de salir a la calle que leiste ganas sin estar escrito,False,False,0,Tienes tantas de salir a la calle que leiste ganas sin estar escrito
53,mejorestwits,358,4,599,5,"Quedan dos semanas de cuarentena.
Da igual cuando leas esto.",False,False,0,"Quedan dos semanas de cuarentena.
Da igual cuando leas esto."
54,mejorestwits,262,10,463,5,"quiero adelgazar →  me aburro
               ↑                           ↓
           como ←   voy a la nevera",False,False,0,"quiero adelgazar →  me aburro
               ↑                           ↓
           como ←   voy a la nevera"
55,mejorestwits,750,44,2483,18,"- ¿Experiencia laboral?
- Mucha https://t.co/v9Us8HKtee",False,False,0,"- ¿Experiencia laboral?
- Mucha <URL>"
56,mejorestwits,115,6,324,1,"- quieres el último trozo de pizza?

-

si         si          sisisi
sisi      si      si            si
si  si    si     si              si
si    si  si     si              si
si      sisi      si           si
si         si          sisisi",False,False,0,"- quieres el último trozo de pizza?

-

si         si          sisisi
sisi      si      si            si
si  si    si     si              si
si    si  si     si              si
si      sisi      si           si
si         si          sisisi"
57,mejorestwits,29,0,100,1,Lo que se siente al ir a comprar para tu familia en estos momentos #ConfinamientoTotal #coronavirusEspana https://t.co/2jADQdmwlf,False,False,0,Lo que se siente al ir a comprar para tu familia en estos momentos <HASH_TAG> <HASH_TAG> <URL>
58,mejorestwits,101,0,274,0,https://t.co/MJShCxXHeh,False,False,0,<URL>
59,mejorestwits,40,0,136,5,https://t.co/f7KxUxFVqB,False,False,0,<URL>
60,mejorestwits,56,3,214,4,https://t.co/93NsqnFB5A,False,False,0,<URL>
61,mejorestwits,175,2,411,0,"mi paciencia en los últimos años 

           █　　
           █　     █　　 ＿                           　       　                                                        
       2017      2018    2019    2020
                                                   █",False,False,0,"mi paciencia en los últimos años 

           
                                                                                                           
       2017      2018    2019    2020
                                                   "
62,mejorestwits,66,5,223,0,https://t.co/l9pvH8xC0t,False,False,0,<URL>
63,mejorestwits,135,3,395,3,https://t.co/9iy13WUPGq,False,False,0,<URL>
64,mejorestwits,511,6,1077,0,https://t.co/91qHAP5m2C,False,False,0,<URL>
65,mejorestwits,271,2,608,1,"Yo: “puedo aguantar 3 semanas de cuarentena”

El gobierno: https://t.co/pQNPyYLqbG",False,False,0,"Yo: “puedo aguantar 3 semanas de cuarentena”

El gobierno: <URL>"
66,mejorestwits,236,11,685,3,"-¿Te has despertado a las 13h y vas a echarte una siesta?

-Yo: https://t.co/ySUNxYO9gn",False,False,0,"-¿Te has despertado a las 13h y vas a echarte una siesta?

-Yo: <URL>"
67,mejorestwits,147,5,391,2,https://t.co/hIHRv3OIjD,False,False,0,<URL>
68,mejorestwits,230,11,770,1,Me voy a levantar un ratito https://t.co/hPot0Q3Ai4,False,False,0,Me voy a levantar un ratito <URL>
69,mejorestwits,234,1,690,6,https://t.co/L9n5q9XIiR,False,False,0,<URL>
70,mejorestwits,398,2,793,1,https://t.co/R7GyJfarOh,False,False,0,<URL>
71,mejorestwits,237,6,680,3,https://t.co/zXiBP66jLu,False,False,0,<URL>
72,mejorestwits,154,1,588,2,"-Papá, ¿Por qué mi hermana se llama París?
-Porque la concebimos en París.
-Guay, papá.
-Claro, Cuarentena. https://t.co/dgmXDyBXyu",False,False,0,"-Papá, ¿Por qué mi hermana se llama París?
-Porque la concebimos en París.
-Guay, papá.
-Claro, Cuarentena. <URL>"
73,mejorestwits,161,2,345,1,Salen a la luz los test que ha comprado el gobierno a un proveedor chino no autorizado https://t.co/8rkLB7Mwzx,False,False,0,Salen a la luz los test que ha comprado el gobierno a un proveedor chino no autorizado <URL>
74,mejorestwits,156,1,372,5,La Policía empieza a instalar trampas para cazar a los que se saltan la cuarentena. #YoMeQuedoEnCasa https://t.co/gv3VCGcrdu,False,False,0,La Policía empieza a instalar trampas para cazar a los que se saltan la cuarentena. <HASH_TAG> <URL>
75,mejorestwits,135,1,322,0,"Recuerdo cuando mi madre me decía: ""Tirado en la cama no vas a conseguir nada"" y mirame ahora estoy salvando el mundo #QuedateEnCasa",False,False,0,"Recuerdo cuando mi madre me decía: ""Tirado en la cama no vas a conseguir nada"" y mirame ahora estoy salvando el mundo <HASH_TAG>"
76,mejorestwits,94,7,471,1,GRACIAS TEODOROOOOOOOOOOOOOO. GRACIAS ERNESTO SEVILLA https://t.co/BTFBQaQ4md,False,False,0,GRACIAS TEODOROOOOOOOOOOOOOO. GRACIAS ERNESTO SEVILLA <URL>
77,mejorestwits,119,10,298,3,"A ver, estamos todos encerrados en casa con la ropa y las pintas. STOP VIDEOLLAMADAS A TRAICIÓN",False,False,0,"A ver, estamos todos encerrados en casa con la ropa y las pintas. STOP VIDEOLLAMADAS A TRAICIÓN"
78,mejorestwits,262,6,683,4,https://t.co/xZtZjJm4xG,False,False,0,<URL>
79,mejorestwits,24,1,58,1,"*- Te abrazaría hasta que Fernando Simón deje de dar ruedas de prensa.*

*- Me gustas cuando callas porque estás como confinada.* 3/3",False,False,0,"*- Te abrazaría hasta que Fernando Simón deje de dar ruedas de prensa.*

*- Me gustas cuando callas porque estás como confinada.* 3/3"
80,mejorestwits,42,1,124,1,"*- Me pones más burro que el recuerdo de una caña en una terraza.*

*- Ese culo se merece el último papel higiénico de doble capa.*

*- Tus padres tienen que ser sanitarios, porque estás para darte un aplauso.*

*- Por ti chuparía el pomo de la puerta del portal.* 2/3",False,False,0,"*- Me pones más burro que el recuerdo de una caña en una terraza.*

*- Ese culo se merece el último papel higiénico de doble capa.*

*- Tus padres tienen que ser sanitarios, porque estás para darte un aplauso.*

*- Por ti chuparía el pomo de la puerta del portal.* 2/3"
81,mejorestwits,190,6,508,8,"*PIROPOS PANDEMICOS:*

*- Me gustas más que a un tonto saltarse la cuarentena.*

*- Me confinaba contigo hasta el COVID-20.*

*- Por ti iría a la frutería sin guantes.*

*- ¿Qué hace una chica como tú en un balcón como ese?* HILO 1/3",False,False,0,"*PIROPOS PANDEMICOS:*

*- Me gustas más que a un tonto saltarse la cuarentena.*

*- Me confinaba contigo hasta el COVID-20.*

*- Por ti iría a la frutería sin guantes.*

*- ¿Qué hace una chica como tú en un balcón como ese?* HILO 1/3"
82,mejorestwits,77,0,251,0,https://t.co/rFnZCmuTpw,False,False,0,<URL>
83,mejorestwits,146,2,224,1,#quedateEnTuCasa https://t.co/YCHZtMGJPr,False,False,0,<HASH_TAG> <URL>
84,mejorestwits,137,2,266,1,"""Es la primera vez en la que podemos salvar al país rascándonos los huevos, no lo vayamos a desaprovechar"". Es un mensaje Ministerio de la Vagancia y quedarse en la Vivienda #Yomequedoencasa",False,False,0,"""Es la primera vez en la que podemos salvar al país rascándonos los huevos, no lo vayamos a desaprovechar"". Es un mensaje Ministerio de la Vagancia y quedarse en la Vivienda <HASH_TAG>"
85,mejorestwits,103,8,369,1,Espectaculares las imágenes de la policía agradeciendo a los sanitarios de la Fundación Jimenez Diaz en Madrid https://t.co/QjmySnmtka,False,False,0,Espectaculares las imágenes de la policía agradeciendo a los sanitarios de la Fundación Jimenez Diaz en Madrid <URL>
86,mejorestwits,85,2,253,0,¿Llegó tu momento? https://t.co/lyzJF8t8Wz,False,False,0,¿Llegó tu momento? <URL>
87,mejorestwits,581,9,1529,1,https://t.co/JHKzLLh6v1,False,False,0,<URL>
88,mejorestwits,207,2,382,1,https://t.co/k0PLhnGdGY,False,False,0,<URL>
89,mejorestwits,66,1,205,3,🤣🤣🤣 https://t.co/o8ok0ZnBGn,False,False,0, <URL>
90,mejorestwits,17,0,20,0,Todos podemos poner nuestro granito de arena para frenar el #coronavirus. Ayuda a salvar vidas! #quedateencasa,False,False,0,Todos podemos poner nuestro granito de arena para frenar el <HASH_TAG>. Ayuda a salvar vidas! <HASH_TAG>
91,mejorestwits,63,0,99,4,"Situación de la pandemia en #España 🇪🇸:

- 7.753 infectados por #coronavirus en el país (1.362 más que ayer, de momento) 
- 382 de ellos están en cuidados intensivos (110 más que ayer)
- 291 fallecidos (95 más que ayer)
- 517 dados de alta (igual que ayer)",False,False,0,"Situación de la pandemia en <HASH_TAG> :

- 7.753 infectados por <HASH_TAG> en el país (1.362 más que ayer, de momento) 
- 382 de ellos están en cuidados intensivos (110 más que ayer)
- 291 fallecidos (95 más que ayer)
- 517 dados de alta (igual que ayer)"
92,mejorestwits,166,1,412,2,Nos vemos en las peluquerías de España #peluquerias #PedroSanchez https://t.co/mDZVTX86tH,False,False,0,Nos vemos en las peluquerías de España <HASH_TAG> <HASH_TAG> <URL>
93,mejorestwits,161,3,266,2,"HOMENAJE A TODOS LOS SANITARIOS  💕💞A LAS DIEZ HORAS DE LA NOCHE  SALDREMOS TODOS A NUESTRAS VENTANAS, TERRAZAS Y BALCONES Y APLAUDIREMOS. 
Por favor pásalo 💔",False,False,0,"HOMENAJE A TODOS LOS SANITARIOS  A LAS DIEZ HORAS DE LA NOCHE  SALDREMOS TODOS A NUESTRAS VENTANAS, TERRAZAS Y BALCONES Y APLAUDIREMOS. 
Por favor pásalo "
94,mejorestwits,54,2,53,0,"Para los próximos 15 días. #YoMeQuedoEnCasa
Contagiemos consciencia en las redes sociales y consigamos parar cuanto antes la pandemia 
RT + #Contagiaconsciencia https://t.co/NzmZHUwp7S",False,False,0,"Para los próximos 15 días. <HASH_TAG>
Contagiemos consciencia en las redes sociales y consigamos parar cuanto antes la pandemia 
RT + <HASH_TAG> <URL>"
95,mejorestwits,1,0,4,9,¿Como estais viviendo el coronavirus en tu comunidad? ¿Que medidas deberian tomar? #coronavirus #CODVID19espana,False,False,0,¿Como estais viviendo el coronavirus en tu comunidad? ¿Que medidas deberian tomar? <HASH_TAG> <HASH_TAG>
96,mejorestwits,185,7,507,4,https://t.co/IDM1UslJ7v,False,False,0,<URL>
97,mejorestwits,324,5,563,0,https://t.co/09GPEi4Zvm,False,False,0,<URL>
98,mejorestwits,316,8,797,3,"“Cuánto has estudiado este fin de semana?"" https://t.co/78yFFFZCbK",False,False,0,"“Cuánto has estudiado este fin de semana?"" <URL>"
99,mejorestwits,53,2,149,1,"- ¿Dónde cuelga Superman su supercapa?
- En superchero",False,False,0,"- ¿Dónde cuelga Superman su supercapa?
- En superchero"
100,mejorestwits,231,10,628,4,yo intentando averiguar k significan las siglas k me he inventado para acortar los apuntes https://t.co/FoAvfVZxXP,False,False,0,yo intentando averiguar k significan las siglas k me he inventado para acortar los apuntes <URL>
101,mejorestwits,145,3,335,3,"Toda cara envejece, todo cuerpo cambia, pero una buena persona es una buena persona siempre.",False,False,0,"Toda cara envejece, todo cuerpo cambia, pero una buena persona es una buena persona siempre."
102,mejorestwits,124,9,337,5,"—Agarra el vaso y tíralo al suelo.
—Listo, ya
—¿Se rompió?
—Sí
—Ahora pídele perdón
—Perdón.
—¿Volvió a estar como antes?
—No
—¿Entendiste?",False,False,0,"—Agarra el vaso y tíralo al suelo.
—Listo, ya
—¿Se rompió?
—Sí
—Ahora pídele perdón
—Perdón.
—¿Volvió a estar como antes?
—No
—¿Entendiste?"
103,mejorestwits,180,20,670,8,"- Mamá, ¿te acuerdas que te dije que iba a salir de tranquis con mis amigos?
+ Si, claro.
- Pues estoy preso.",False,False,0,"- Mamá, ¿te acuerdas que te dije que iba a salir de tranquis con mis amigos?
+ Si, claro.
- Pues estoy preso."
104,mejorestwits,250,3,786,3,https://t.co/vpwwwuE4CA,False,False,0,<URL>
105,mejorestwits,152,2,670,1,"Según mi experiencia con dibujos animados, este coche está muy cansado. https://t.co/3OX8vCoNkM",False,False,0,"Según mi experiencia con dibujos animados, este coche está muy cansado. <URL>"
106,mejorestwits,220,7,701,1,"Soy de ese 99,9999999999999% que de pequeño se quedaba mirando las gotas de lluvia en las ventanas del coche para ver cómo hacían carreras",False,False,0,"Soy de ese 99,9999999999999% que de pequeño se quedaba mirando las gotas de lluvia en las ventanas del coche para ver cómo hacían carreras"
107,mejorestwits,135,7,420,5,https://t.co/4u3fAoWVir,False,False,0,<URL>
108,mejorestwits,160,6,508,3,"Si no puedes ver el virus, el virus no puede verte.
#coronarvirus #coronavirusprevencion #coronavirusEspana
#coronavirusproteccion https://t.co/tT1DTO5qDY",False,False,0,"Si no puedes ver el virus, el virus no puede verte.
<HASH_TAG> <HASH_TAG> <HASH_TAG>
<HASH_TAG> <URL>"
109,mejorestwits,106,2,304,6,"Lorenzo Milá ayer: QUE NO OS PREOCUPÉIS, NO SEÁIS ALARMISTAS

Lorenzo Milá hoy:

#coronavirusEspana #coronavirusEsp https://t.co/xvm74hCiDF",False,False,0,"Lorenzo Milá ayer: QUE NO OS PREOCUPÉIS, NO SEÁIS ALARMISTAS

Lorenzo Milá hoy:

<HASH_TAG> <HASH_TAG> <URL>"
110,mejorestwits,199,7,710,2,Cuando quieres ir de vacaciones pero tienes que trabajar https://t.co/2uhSzz5Wsn,False,False,0,Cuando quieres ir de vacaciones pero tienes que trabajar <URL>
111,mejorestwits,140,2,483,1,https://t.co/2iVBh3un2J,False,False,0,<URL>
112,mejorestwits,256,3,468,4,"mi vida se resume en:
1. me ilusiono y estoy feliz
2. me pego la hostia y estoy triste
3. me la suda todo el mundo y volvemos a empezar",False,False,0,"mi vida se resume en:
1. me ilusiono y estoy feliz
2. me pego la hostia y estoy triste
3. me la suda todo el mundo y volvemos a empezar"
113,mejorestwits,166,9,361,1,"No te rindas

Aunque te digan que es suficiente

¿Por qué conformarse con 8 horas? ¿Por qué no dormir 9? ¿10? ¿15?

Esfuérzate y llegarás lejos",False,False,0,"No te rindas

Aunque te digan que es suficiente

¿Por qué conformarse con 8 horas? ¿Por qué no dormir 9? ¿10? ¿15?

Esfuérzate y llegarás lejos"
114,mejorestwits,36,1,165,2,"Aportas menos que la ""psicóloga"" de la Isla de las Tentaciones #tentacionesdbtfinal2",False,False,0,"Aportas menos que la ""psicóloga"" de la Isla de las Tentaciones <HASH_TAG>"
115,mejorestwits,132,6,608,2,Lo más auténtico de la gala de hoy #respect #TentacionesDBTFinal2 https://t.co/btVjXGhTfJ,False,False,0,Lo más auténtico de la gala de hoy <HASH_TAG> <HASH_TAG> <URL>
116,mejorestwits,90,0,211,2,"¿Con quién estás? #TentacionesDBTFinal2
🔁Susana
❤Gonzalo https://t.co/CyLXRg65NV",False,False,0,"¿Con quién estás? <HASH_TAG>
Susana
Gonzalo <URL>"
117,mejorestwits,228,3,591,0,"No cualquiera te va a decir; estudia, cuídate, no bebas mucho, yo te ayudo, échale cojones.. sea tu pareja, un familiar o un amigo VALÓRALO. eso sólo lo hace quién de verdad te quiere",False,False,0,"No cualquiera te va a decir; estudia, cuídate, no bebas mucho, yo te ayudo, échale cojones.. sea tu pareja, un familiar o un amigo VALÓRALO. eso sólo lo hace quién de verdad te quiere"
118,mejorestwits,169,6,479,1,"- ¿Quieres el último trozo de pizza?

-

si         si          sisisi
sisi      si      si            si
si  si    si     si              si
si    si  si     si              si
si      sisi      si           si
si         si          sisisi",False,False,0,"- ¿Quieres el último trozo de pizza?

-

si         si          sisisi
sisi      si      si            si
si  si    si     si              si
si    si  si     si              si
si      sisi      si           si
si         si          sisisi"
119,mejorestwits,54,3,163,0,"Si ves un baño en tus sueños, no lo uses.",False,False,0,"Si ves un baño en tus sueños, no lo uses."
120,mejorestwits,187,3,557,3,Te sacas una carrera y vas al paro. Eres infiel y te vas a Supervivientes #Tentacionesdbtfinal1,False,False,0,Te sacas una carrera y vas al paro. Eres infiel y te vas a Supervivientes <HASH_TAG>
121,mejorestwits,48,0,231,0,Yo mirando a la gente que llama reina a Fani  #TentacionesDBTFinal1 https://t.co/0aIgqYQjv2,False,False,0,Yo mirando a la gente que llama reina a Fani  <HASH_TAG> <URL>
122,mejorestwits,106,6,306,0,Cuantos “anda y vete a tomar por culo” sustituimos en el ultimo momento por un “ok”,False,False,0,Cuantos “anda y vete a tomar por culo” sustituimos en el ultimo momento por un “ok”
123,mejorestwits,79,1,324,2,"Todos sabemos que pese a que a vuelto con Christopher, si Rubén le dice vente conmigo tarda poco... #LaIsla6MesesDespues",False,False,0,"Todos sabemos que pese a que a vuelto con Christopher, si Rubén le dice vente conmigo tarda poco... <HASH_TAG>"
124,mejorestwits,94,0,440,1,NUNCA HE VISTO NADA TAN FALSO COMO LAS DISCULPAS DE ESTEFANIA #LaIsla6MesesDespues,False,False,0,NUNCA HE VISTO NADA TAN FALSO COMO LAS DISCULPAS DE ESTEFANIA <HASH_TAG>
125,mejorestwits,120,1,326,4,Le llamaste porque te quedaste  SOLA... #LaIsla6MesesDespues,False,False,0,Le llamaste porque te quedaste  SOLA... <HASH_TAG>
126,mejorestwits,317,1,955,0,"Si dura 5 minutos más la entrevista de Fani con Rubén, vuelve a caer y el la vuelve a rechazar después #LaIsla6mesesDespués",False,False,0,"Si dura 5 minutos más la entrevista de Fani con Rubén, vuelve a caer y el la vuelve a rechazar después <HASH_TAG>"
